Placa;Codigo_Verificacion;Fecha_Emision;A¤o_Proceso;Medio_de_Pago;Cuotas Permiso;Codigo_SII;Comuna_Propietario;Comuna_Permiso;Valor_Contado;Total_a_Pagar;A¤o_Fabricacion;TipoVehiculo;Marca;Modelo;Cilindrada;Equipamiento;Combustible;Transmision;Tonelaje;Comuna_Anterior;Fecha_Vencimiento;;;Placa;Codigo_Verificacion;Fecha_Emision;A¤o_Proceso;Medio_de_Pago;Cuotas Permiso;Codigo_SII;Comuna_Propietario;Comuna_Permiso;Valor_Contado;Total_a_Pagar;A¤o_Fabricacion;TipoVehiculo;Marca;Modelo;Cilindrada;Equipamiento;Combustible;Transmision;Tonelaje;Comuna_Anterior;Fecha_Vencimiento
KWRY-32;7;30-08-2021;2021;Pagado Internet;2da. Cuota;CT235015219;RIO IBA¥EZ;RIO IBA¥EZ;149614;75781;2019;CAMIONETA;TOYOTA;HILUX DX 2.4 MT 4X4;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;KWRY-32;7;30-08-2021;NULL;Pagado Internet;2da. Cuota;CT235015219;RIO IBA¥EZ;RIO IBA¥EZ;149614;75781;2019;CAMIONETA;TOYOTA;HILUX DX 2.4 MT 4X4;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
KWRY-46;7;30-08-2021;2021;Pagado Internet;2da. Cuota;SU079007719;TEMUCO;RIO IBA¥EZ;52733;26710;2019;STATION WAGON;FORD;ECOSPORT;1500;NULL;Benc;Mec;0;RIO IBA¥EZ;31-03-2022;;;KWRY-46;7;30-08-2021;NULL;Pagado Internet;2da. Cuota;SU079007719;TEMUCO;RIO IBA¥EZ;52733;26710;2019;STATION WAGON;FORD;ECOSPORT;1500;NULL;Benc;Mec;0;RIO IBA¥EZ;31-03-2022
KWRY-47;5;30-08-2021;2021;Pagado Internet;2da. Cuota;SU079007719;TEMUCO;RIO IBA¥EZ;52733;26710;2019;STATION WAGON;FORD;ECOSPORT;1500;NULL;Benc;Mec;0;RIO IBA¥EZ;31-03-2022;;;KWRY-47;5;30-08-2021;NULL;Pagado Internet;2da. Cuota;SU079007719;TEMUCO;RIO IBA¥EZ;52733;26710;2019;STATION WAGON;FORD;ECOSPORT;1500;NULL;Benc;Mec;0;RIO IBA¥EZ;31-03-2022
KWRY-64;5;30-08-2021;2021;Pagado Internet;2da. Cuota;SU079006919;TEMUCO;RIO IBA¥EZ;186911;94671;2019;STATION WAGON;FORD;ECOSPORT;1500;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;KWRY-64;5;30-08-2021;NULL;Pagado Internet;2da. Cuota;SU079006919;TEMUCO;RIO IBA¥EZ;186911;94671;2019;STATION WAGON;FORD;ECOSPORT;1500;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
KWRY-82;3;30-08-2021;2021;Pagado Internet;2da. Cuota;CT235015019;RIO IBA¥EZ;RIO IBA¥EZ;130192;65942;2019;CAMIONETA;TOYOTA;HILUX;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;KWRY-82;3;30-08-2021;NULL;Pagado Internet;2da. Cuota;CT235015019;RIO IBA¥EZ;RIO IBA¥EZ;130192;65942;2019;CAMIONETA;TOYOTA;HILUX;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
KWRY-83;1;30-08-2021;2021;Pagado Internet;2da. Cuota;CT235015219;RIO IBA¥EZ;RIO IBA¥EZ;149614;75781;2019;CAMIONETA;TOYOTA;HILUX;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;KWRY-83;1;30-08-2021;NULL;Pagado Internet;2da. Cuota;CT235015219;RIO IBA¥EZ;RIO IBA¥EZ;149614;75781;2019;CAMIONETA;TOYOTA;HILUX;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
KWRY-84;K;30-08-2021;2021;Pagado Internet;2da. Cuota;CT235015019;RIO IBA¥EZ;RIO IBA¥EZ;130192;65942;2019;CAMIONETA;TOYOTA;HILUX;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;KWRY-84;K;30-08-2021;NULL;Pagado Internet;2da. Cuota;CT235015019;RIO IBA¥EZ;RIO IBA¥EZ;130192;65942;2019;CAMIONETA;TOYOTA;HILUX;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
KWRY-85;8;30-08-2021;2021;Pagado Internet;2da. Cuota;CT235015019;RIO IBA¥EZ;RIO IBA¥EZ;130192;65942;2019;CAMIONETA;TOYOTA;HILUX;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;KWRY-85;8;30-08-2021;NULL;Pagado Internet;2da. Cuota;CT235015019;RIO IBA¥EZ;RIO IBA¥EZ;130192;65942;2019;CAMIONETA;TOYOTA;HILUX;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
KWRY-86;6;30-08-2021;2021;Pagado Internet;2da. Cuota;CT235015019;RIO IBA¥EZ;RIO IBA¥EZ;130192;65942;2019;CAMIONETA;TOYOTA;HILUX;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;KWRY-86;6;30-08-2021;NULL;Pagado Internet;2da. Cuota;CT235015019;RIO IBA¥EZ;RIO IBA¥EZ;130192;65942;2019;CAMIONETA;TOYOTA;HILUX;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
KWSS-30;4;30-08-2021;2021;Pagado Internet;2da. Cuota;CT050030218;PROVIDENCIA;RIO IBA¥EZ;101480;51401;2018;CAMIONETA;CHEVROLET;D-MAX;2500;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;KWSS-30;4;30-08-2021;NULL;Pagado Internet;2da. Cuota;CT050030218;PROVIDENCIA;RIO IBA¥EZ;101480;51401;2018;CAMIONETA;CHEVROLET;D-MAX;2500;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
KXBR-98;0;30-08-2021;2021;Pagado Internet;2da. Cuota;CO111000819;SANTIAGO;RIO IBA¥EZ;189470;95967;2019;MINIBUS PARTICULAR;HYUNDAI;H-1;2500;NULL;Di‚s;Aut;0;RIO IBA¥EZ;31-03-2022;;;KXBR-98;0;30-08-2021;NULL;Pagado Internet;2da. Cuota;CO111000819;SANTIAGO;RIO IBA¥EZ;189470;95967;2019;MINIBUS PARTICULAR;HYUNDAI;H-1;2500;NULL;Di‚s;Aut;0;RIO IBA¥EZ;31-03-2022
KXVY-13;1;30-08-2021;2021;Pagado Internet;2da. Cuota;CT235015219;RIO IBA¥EZ;RIO IBA¥EZ;149614;75781;2019;CAMIONETA;TOYOTA;HILUX;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;KXVY-13;1;30-08-2021;NULL;Pagado Internet;2da. Cuota;CT235015219;RIO IBA¥EZ;RIO IBA¥EZ;149614;75781;2019;CAMIONETA;TOYOTA;HILUX;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
KXVY-26;3;30-08-2021;2021;Pagado Internet;2da. Cuota;CT235015219;RIO IBA¥EZ;RIO IBA¥EZ;149614;75781;2019;CAMIONETA;TOYOTA;HILUX;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;KXVY-26;3;30-08-2021;NULL;Pagado Internet;2da. Cuota;CT235015219;RIO IBA¥EZ;RIO IBA¥EZ;149614;75781;2019;CAMIONETA;TOYOTA;HILUX;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
KYCK-93;8;30-08-2021;2021;Pagado Internet;2da. Cuota;CT079019919;RIO IBA¥EZ;RIO IBA¥EZ;120340;60952;2019;CAMIONETA;FORD;RANGER XL 2.2 MT 4X4;2200;NULL;DIES;Mec;0;RIO IBA¥EZ;31-03-2022;;;KYCK-93;8;30-08-2021;NULL;Pagado Internet;2da. Cuota;CT079019919;RIO IBA¥EZ;RIO IBA¥EZ;120340;60952;2019;CAMIONETA;FORD;RANGER XL 2.2 MT 4X4;2200;NULL;DIES;Mec;0;RIO IBA¥EZ;31-03-2022
KYCR-46;8;30-08-2021;2021;Pagado Internet;2da. Cuota;CT235015019;SANTIAGO;RIO IBA¥EZ;130192;65942;2019;CAMIONETA;TOYOTA;HILUX;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;KYCR-46;8;30-08-2021;NULL;Pagado Internet;2da. Cuota;CT235015019;SANTIAGO;RIO IBA¥EZ;130192;65942;2019;CAMIONETA;TOYOTA;HILUX;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
KYCR-47;6;30-08-2021;2021;Pagado Internet;2da. Cuota;CT235015019;SANTIAGO;RIO IBA¥EZ;130192;65942;2019;CAMIONETA;TOYOTA;HILUX;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;KYCR-47;6;30-08-2021;NULL;Pagado Internet;2da. Cuota;CT235015019;SANTIAGO;RIO IBA¥EZ;130192;65942;2019;CAMIONETA;TOYOTA;HILUX;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
KYCR-48;4;30-08-2021;2021;Pagado Internet;2da. Cuota;CT235015019;SANTIAGO;RIO IBA¥EZ;130192;65942;2019;CAMIONETA;TOYOTA;HILUX;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;KYCR-48;4;30-08-2021;NULL;Pagado Internet;2da. Cuota;CT235015019;SANTIAGO;RIO IBA¥EZ;130192;65942;2019;CAMIONETA;TOYOTA;HILUX;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
KYCR-51;4;30-08-2021;2021;Pagado Internet;2da. Cuota;CT235015019;SANTIAGO;RIO IBA¥EZ;130192;65942;2019;CAMIONETA;TOYOTA;HILUX;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;KYCR-51;4;30-08-2021;NULL;Pagado Internet;2da. Cuota;CT235015019;SANTIAGO;RIO IBA¥EZ;130192;65942;2019;CAMIONETA;TOYOTA;HILUX;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
KYCR-52;2;30-08-2021;2021;Pagado Internet;2da. Cuota;CT235015019;SANTIAGO;RIO IBA¥EZ;130192;65942;2019;CAMIONETA;TOYOTA;HILUX;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;KYCR-52;2;30-08-2021;NULL;Pagado Internet;2da. Cuota;CT235015019;SANTIAGO;RIO IBA¥EZ;130192;65942;2019;CAMIONETA;TOYOTA;HILUX;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
KYCT-92;4;30-08-2021;2021;Pagado Internet;2da. Cuota;CT235015219;TEMUCO;RIO IBA¥EZ;424461;214990;2019;CAMIONETA;TOYOTA;HILUX;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;KYCT-92;4;30-08-2021;NULL;Pagado Internet;2da. Cuota;CT235015219;TEMUCO;RIO IBA¥EZ;424461;214990;2019;CAMIONETA;TOYOTA;HILUX;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
KYSP-26;6;30-08-2021;2021;Pagado Internet;2da. Cuota;CT050034119;PROVIDENCIA;RIO IBA¥EZ;115370;58435;2019;CAMIONETA;CHEVROLET;D-MAX;2500;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;KYSP-26;6;30-08-2021;NULL;Pagado Internet;2da. Cuota;CT050034119;PROVIDENCIA;RIO IBA¥EZ;115370;58435;2019;CAMIONETA;CHEVROLET;D-MAX;2500;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
KZLC-84;3;30-08-2021;2021;Pagado Internet;2da. Cuota;CO111000819;SANTIAGO;RIO IBA¥EZ;189470;95967;2019;MINIBUS PARTICULAR;HYUNDAI;H-1;2500;NULL;Di‚s;Aut;0;RIO IBA¥EZ;31-03-2022;;;KZLC-84;3;30-08-2021;NULL;Pagado Internet;2da. Cuota;CO111000819;SANTIAGO;RIO IBA¥EZ;189470;95967;2019;MINIBUS PARTICULAR;HYUNDAI;H-1;2500;NULL;Di‚s;Aut;0;RIO IBA¥EZ;31-03-2022
KZWS-81;9;30-08-2021;2021;Pagado Internet;2da. Cuota;SU235013819;RIO IBA¥EZ;RIO IBA¥EZ;200157;101380;2019;STATION WAGON;TOYOTA;4RUNNER;4000;NULL;Benc;Aut;0;RIO IBA¥EZ;31-03-2022;;;KZWS-81;9;30-08-2021;NULL;Pagado Internet;2da. Cuota;SU235013819;RIO IBA¥EZ;RIO IBA¥EZ;200157;101380;2019;STATION WAGON;TOYOTA;4RUNNER;4000;NULL;Benc;Aut;0;RIO IBA¥EZ;31-03-2022
KZWS-82;7;30-08-2021;2021;Pagado Internet;2da. Cuota;SU235013819;RIO IBA¥EZ;RIO IBA¥EZ;200157;101380;2019;STATION WAGON;TOYOTA;4RUNNER;4000;NULL;Benc;Aut;0;RIO IBA¥EZ;31-03-2022;;;KZWS-82;7;30-08-2021;NULL;Pagado Internet;2da. Cuota;SU235013819;RIO IBA¥EZ;RIO IBA¥EZ;200157;101380;2019;STATION WAGON;TOYOTA;4RUNNER;4000;NULL;Benc;Aut;0;RIO IBA¥EZ;31-03-2022
LDBR-63;3;30-08-2021;2021;Pagado Internet;2da. Cuota;CT050034119;PROVIDENCIA;RIO IBA¥EZ;115370;58435;2019;CAMIONETA;CHEVROLET;D-MAX;2500;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;LDBR-63;3;30-08-2021;NULL;Pagado Internet;2da. Cuota;CT050034119;PROVIDENCIA;RIO IBA¥EZ;115370;58435;2019;CAMIONETA;CHEVROLET;D-MAX;2500;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
LDBR-64;1;30-08-2021;2021;Pagado Internet;2da. Cuota;CT050034119;PROVIDENCIA;RIO IBA¥EZ;115370;58435;2019;CAMIONETA;CHEVROLET;D-MAX;2500;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;LDBR-64;1;30-08-2021;NULL;Pagado Internet;2da. Cuota;CT050034119;PROVIDENCIA;RIO IBA¥EZ;115370;58435;2019;CAMIONETA;CHEVROLET;D-MAX;2500;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
LDBR-65;K;30-08-2021;2021;Pagado Internet;2da. Cuota;CT050034119;PROVIDENCIA;RIO IBA¥EZ;115370;58435;2019;CAMIONETA;CHEVROLET;D-MAX;2500;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;LDBR-65;K;30-08-2021;NULL;Pagado Internet;2da. Cuota;CT050034119;PROVIDENCIA;RIO IBA¥EZ;115370;58435;2019;CAMIONETA;CHEVROLET;D-MAX;2500;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
LDBR-66;8;30-08-2021;2021;Pagado Internet;2da. Cuota;CT050034119;PROVIDENCIA;RIO IBA¥EZ;115370;58435;2019;CAMIONETA;CHEVROLET;D-MAX;2500;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;LDBR-66;8;30-08-2021;NULL;Pagado Internet;2da. Cuota;CT050034119;PROVIDENCIA;RIO IBA¥EZ;115370;58435;2019;CAMIONETA;CHEVROLET;D-MAX;2500;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
LDBR-67;6;30-08-2021;2021;Pagado Internet;2da. Cuota;CT050034119;PROVIDENCIA;RIO IBA¥EZ;115370;58435;2019;CAMIONETA;CHEVROLET;D-MAX;2500;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;LDBR-67;6;30-08-2021;NULL;Pagado Internet;2da. Cuota;CT050034119;PROVIDENCIA;RIO IBA¥EZ;115370;58435;2019;CAMIONETA;CHEVROLET;D-MAX;2500;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
LDHY-21;3;30-08-2021;2021;Pagado Internet;2da. Cuota;CT235015219;PROVIDENCIA;RIO IBA¥EZ;149614;75781;2019;CAMIONETA;TOYOTA;HILUX;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;LDHY-21;3;30-08-2021;NULL;Pagado Internet;2da. Cuota;CT235015219;PROVIDENCIA;RIO IBA¥EZ;149614;75781;2019;CAMIONETA;TOYOTA;HILUX;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
LJJJ-31;8;30-08-2021;2021;Pagado Internet;2da. Cuota;VN162005619;RIO IBA¥EZ;RIO IBA¥EZ;171257;86742;2019;MINIBUS PARTICULAR;MERCEDES BENZ;VITO TOURER;2100;NULL;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;LJJJ-31;8;30-08-2021;NULL;Pagado Internet;2da. Cuota;VN162005619;RIO IBA¥EZ;RIO IBA¥EZ;171257;86742;2019;MINIBUS PARTICULAR;MERCEDES BENZ;VITO TOURER;2100;NULL;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
LJJL-31;0;30-08-2021;2021;Pagado Internet;2da. Cuota;CT111006719;PROVIDENCIA;RIO IBA¥EZ;111769;56612;2019;CAMIONETA;HYUNDAI;PORTER;2500;Equi;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;LJJL-31;0;30-08-2021;NULL;Pagado Internet;2da. Cuota;CT111006719;PROVIDENCIA;RIO IBA¥EZ;111769;56612;2019;CAMIONETA;HYUNDAI;PORTER;2500;Equi;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
LJJZ-35;3;30-08-2021;2021;Pagado Internet;2da. Cuota;CT235015019;PROVIDENCIA;RIO IBA¥EZ;130192;65942;2019;CAMIONETA;TOYOTA;HILUX;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;LJJZ-35;3;30-08-2021;NULL;Pagado Internet;2da. Cuota;CT235015019;PROVIDENCIA;RIO IBA¥EZ;130192;65942;2019;CAMIONETA;TOYOTA;HILUX;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
LJJZ-67;1;30-08-2021;2021;Pagado Internet;2da. Cuota;CT235015019;PROVIDENCIA;RIO IBA¥EZ;130192;65942;2019;CAMIONETA;TOYOTA;HILUX;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;LJJZ-67;1;30-08-2021;NULL;Pagado Internet;2da. Cuota;CT235015019;PROVIDENCIA;RIO IBA¥EZ;130192;65942;2019;CAMIONETA;TOYOTA;HILUX;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
LJJZ-73;6;30-08-2021;2021;Pagado Internet;2da. Cuota;CT235015019;PROVIDENCIA;RIO IBA¥EZ;130192;65942;2019;CAMIONETA;TOYOTA;HILUX;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;LJJZ-73;6;30-08-2021;NULL;Pagado Internet;2da. Cuota;CT235015019;PROVIDENCIA;RIO IBA¥EZ;130192;65942;2019;CAMIONETA;TOYOTA;HILUX;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
LJJZ-75;2;30-08-2021;2021;Pagado Internet;2da. Cuota;CT235015019;PROVIDENCIA;RIO IBA¥EZ;130192;65942;2019;CAMIONETA;TOYOTA;HILUX;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;LJJZ-75;2;30-08-2021;NULL;Pagado Internet;2da. Cuota;CT235015019;PROVIDENCIA;RIO IBA¥EZ;130192;65942;2019;CAMIONETA;TOYOTA;HILUX;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
LKRR-57;7;30-08-2021;2021;Pagado Internet;2da. Cuota;CT235015019;COYHAIQUE;RIO IBA¥EZ;130192;65942;2019;CAMIONETA;TOYOTA;HILUX;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;LKRR-57;7;30-08-2021;NULL;Pagado Internet;2da. Cuota;CT235015019;COYHAIQUE;RIO IBA¥EZ;130192;65942;2019;CAMIONETA;TOYOTA;HILUX;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
LKRR-58;5;30-08-2021;2021;Pagado Internet;2da. Cuota;CT235015019;COYHAIQUE;RIO IBA¥EZ;130192;65942;2019;CAMIONETA;TOYOTA;HILUX;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;LKRR-58;5;30-08-2021;NULL;Pagado Internet;2da. Cuota;CT235015019;COYHAIQUE;RIO IBA¥EZ;130192;65942;2019;CAMIONETA;TOYOTA;HILUX;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
LKRR-59;3;30-08-2021;2021;Pagado Internet;2da. Cuota;CT235015019;COYHAIQUE;RIO IBA¥EZ;130192;65942;2019;CAMIONETA;TOYOTA;HILUX;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;LKRR-59;3;30-08-2021;NULL;Pagado Internet;2da. Cuota;CT235015019;COYHAIQUE;RIO IBA¥EZ;130192;65942;2019;CAMIONETA;TOYOTA;HILUX;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
LKRR-62;3;30-08-2021;2021;Pagado Internet;2da. Cuota;CT235015019;COYHAIQUE;RIO IBA¥EZ;130192;65942;2019;CAMIONETA;TOYOTA;HILUX;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;LKRR-62;3;30-08-2021;NULL;Pagado Internet;2da. Cuota;CT235015019;COYHAIQUE;RIO IBA¥EZ;130192;65942;2019;CAMIONETA;TOYOTA;HILUX;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
LKRR-63;1;30-08-2021;2021;Pagado Internet;2da. Cuota;CT235015019;COYHAIQUE;RIO IBA¥EZ;130192;65942;2019;CAMIONETA;TOYOTA;HILUX;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;LKRR-63;1;30-08-2021;NULL;Pagado Internet;2da. Cuota;CT235015019;COYHAIQUE;RIO IBA¥EZ;130192;65942;2019;CAMIONETA;TOYOTA;HILUX;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
LLVD-10;8;30-08-2021;2021;Pagado Internet;2da. Cuota;CT050034119;COYHAIQUE;RIO IBA¥EZ;333142;168736;2019;CAMIONETA;CHEVROLET;D-MAX 2.5 MT 4X4 DSL E5 DAB ABS;2500;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;LLVD-10;8;30-08-2021;NULL;Pagado Internet;2da. Cuota;CT050034119;COYHAIQUE;RIO IBA¥EZ;333142;168736;2019;CAMIONETA;CHEVROLET;D-MAX 2.5 MT 4X4 DSL E5 DAB ABS;2500;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
LPTP-18;8;12-11-2021;2021;Pagado Internet;2da. Cuota;HB229015620;COLINA;RIO IBA¥EZ;132040;71565;2020;AUTOMOVIL;SUZUKI;BALENO;1400;Full;Benc;Mec;0;RIO IBA¥EZ;31-03-2022;;;LPTP-18;8;12-11-2021;NULL;Pagado Internet;2da. Cuota;HB229015620;COLINA;RIO IBA¥EZ;132040;71565;2020;AUTOMOVIL;SUZUKI;BALENO;1400;Full;Benc;Mec;0;RIO IBA¥EZ;31-03-2022
LRBF-53;4;30-08-2021;2021;Pagado Internet;2da. Cuota;CT235015319;TEMUCO;RIO IBA¥EZ;291224;147505;2019;CAMIONETA;TOYOTA;HILUX DX 2.4 MT 4X4;2400;FULL;DIES;Mec;0;RIO IBA¥EZ;31-03-2022;;;LRBF-53;4;30-08-2021;NULL;Pagado Internet;2da. Cuota;CT235015319;TEMUCO;RIO IBA¥EZ;291224;147505;2019;CAMIONETA;TOYOTA;HILUX DX 2.4 MT 4X4;2400;FULL;DIES;Mec;0;RIO IBA¥EZ;31-03-2022
LRYC-14;9;30-08-2021;2021;Pagado Internet;2da. Cuota;CT050035620;RIO IBA¥EZ;RIO IBA¥EZ;156696;79368;2020;CAMIONETA;CHEVROLET;D-MAX;2500;NULL;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;LRYC-14;9;30-08-2021;NULL;Pagado Internet;2da. Cuota;CT050035620;RIO IBA¥EZ;RIO IBA¥EZ;156696;79368;2020;CAMIONETA;CHEVROLET;D-MAX;2500;NULL;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
LRYC-15;7;30-08-2021;2021;Pagado Internet;2da. Cuota;CT050035620;RIO IBA¥EZ;RIO IBA¥EZ;156696;79368;2020;Camionetas;CHEVROLET;D-MAX;2500;FULL;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;LRYC-15;7;30-08-2021;NULL;Pagado Internet;2da. Cuota;CT050035620;RIO IBA¥EZ;RIO IBA¥EZ;156696;79368;2020;Camionetas;CHEVROLET;D-MAX;2500;FULL;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
LSVF-17;4;30-08-2021;2021;Pagado Internet;2da. Cuota;CT235015219;PROVIDENCIA;RIO IBA¥EZ;149614;75781;2019;CAMIONETA;TOYOTA;HILUX;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;LSVF-17;4;30-08-2021;NULL;Pagado Internet;2da. Cuota;CT235015219;PROVIDENCIA;RIO IBA¥EZ;149614;75781;2019;CAMIONETA;TOYOTA;HILUX;2400;Full;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
LSVJ-22;K;30-08-2021;2021;Pagado Internet;2da. Cuota;CT235015720;RIO IBA¥EZ;RIO IBA¥EZ;146457;74181;2020;CAMIONETA;TOYOTA;HILUX;2400;NULL;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022;;;LSVJ-22;K;30-08-2021;NULL;Pagado Internet;2da. Cuota;CT235015720;RIO IBA¥EZ;RIO IBA¥EZ;146457;74181;2020;CAMIONETA;TOYOTA;HILUX;2400;NULL;Di‚s;Mec;0;RIO IBA¥EZ;31-03-2022
LSVV-40;5;30-08-2021;2021;Pagado Internet;2da. Cuota;HB111016720;RIO IBA¥EZ;RIO IBA¥EZ;51913;26294;2020;AUTOMOVIL;HYUNDAI;ACCENT;1400;Full;Benc;Mec;0;RIO IBA¥EZ;31-03-2022;;;LSVV-40;5;30-08-2021;NULL;Pagado Internet;2da. Cuota;HB111016720;RIO IBA¥EZ;RIO IBA¥EZ;51913;26294;2020;AUTOMOVIL;HYUNDAI;ACCENT;1400;Full;Benc;Mec;0;RIO IBA¥EZ;31-03-2022
LSWC-81;9;30-08-2021;2021;Pagado Internet;2da. Cuota;SU111024020;RIO IBA¥EZ;RIO IBA¥EZ;103084;52212;2020;STATION WAGON;HYUNDAI;TUCSON;2000;NULL;Benc;Mec;0;RIO IBA¥EZ;31-03-2022;;;LSWC-81;9;30-08-2021;NULL;Pagado Internet;2da. Cuota;SU111024020;RIO IBA¥EZ;RIO IBA¥EZ;103084;52212;2020;STATION WAGON;HYUNDAI;TUCSON;2000;NULL;Benc;Mec;0;RIO IBA¥EZ;31-03-2022
LSWC-82;7;30-08-2021;2021;Pagado Internet;2da. Cuota;SU111024020;RIO IBA¥EZ;RIO IBA¥EZ;103084;52212;2020;STATION WAGON;HYUNDAI;TUCSON TL PLUS FL 2.0 MT 4WD BENC SW E5;2000;EQUI;BENC;MEC;0;RIO IBA¥EZ;31-03-2022;;;LSWC-82;7;30-08-2021;NULL;Pagado Internet;2da. Cuota;SU111024020;RIO IBA¥EZ;RIO IBA¥EZ;103084;52212;2020;STATION WAGON;HYUNDAI;TUCSON TL PLUS FL 2.0 MT 4WD BENC SW E5;2000;EQUI;BENC;MEC;0;RIO IBA¥EZ;31-03-2022
